business_id,name,categories
BO4xRRLb2hblJWRI5MNAPw,Tio Will,"Sports Bars, Mexican, Bars, Restaurants, Nightlife, Tacos, Chicken Wings"
3XBNWli9aU4Db9gOsCvWlA,Jack in the Box,"Fast Food, Restaurants, Breakfast & Brunch, Mexican, Burgers, Tacos"
BKlb-rdFf0x_YoefA019lw,Dona Alicia Mexican Food,"Restaurants, Food, Food Trucks, Mexican"
Twgpf9N04OBKJt_veEYj1w,Chuy's Mesquite Broiler - AutoMall,"Restaurants, Tex-Mex, Sports Bars, Mexican, Nightlife, Bars"
a9MzHqE4l7uwr_H_99wFbQ,Del Taco,"Restaurants, Mexican, Fast Food"
eb4QwETR0zK4De-ar8XO6Q,Nana's Kitchen,"Mexican, Nightlife, Restaurants, Breakfast & Brunch, Food, Bars, Beer, Wine & Spirits"
kqJFht2-rPBgsMaHXpG9-A,Amelia's Mexican Kitchen,"Bars, Beer Bar, Restaurants, Mexican, Cocktail Bars, Nightlife"
uSIGgRScZmpWlEcHtoaWlA,Blanco Tacos + Tequila,"Tex-Mex, Event Planning & Services, Cocktail Bars, Venues & Event Spaces, Restaurants, Nightlife, Vegetarian, Tacos, Mexican, Bars, Gluten-Free"
fjLJhvR3aGd812OsMcziCQ,Chipotle Mexican Grill,"Restaurants, Mexican, Fast Food"
6afF6p9H4jZSQ3X8mfss5Q,Taco Bell,"Tex-Mex, Restaurants, Breakfast & Brunch, Fast Food, Mexican, Tacos"
4r6N_Fhiwoqo_FqQ7Mm6mQ,Boca Tacos Y Tequila,"Restaurants, Beer Bar, Nightlife, Lounges, Latin American, Bars, Mexican"
QYMYtbOAfauqobOvC04gMA,Taco Giro,"Restaurants, Mexican, Seafood, Breakfast & Brunch"
So20ueL9qAIpV6FIwUtlKA,El Checo Mexican Food,"Mexican, Food Trucks, Food, Food Stands, Restaurants"
IlXR6D01RkziCNZ1ExiFng,Asadero y Taqueria Sonora,"Restaurants, Mexican"
Y3eA4fZ9R9DPsAoCazpdEw,Viva's Bistro,"American (New), Burgers, Restaurants, Bars, Sports Bars, Nightlife, Mexican"
7tIXaWRqW7vYWMnoXQhDTw,Chipotle Mexican Grill,"Mexican, Fast Food, Restaurants"
RrLrKSJwdoLXV1DNhVZFOg,Maria Bonita Mexican Kitchen,"Food, Restaurants, Mexican"
K_8YsBq1YpWswAuPO7BLVg,Sonoran Delights,"Restaurants, Specialty Food, Ethnic Food, Mexican, Shaved Ice, Ice Cream & Frozen Yogurt, Food"
LElUci-oferIH1c19_PdHA,Mexico In Season,"Mexican, Vegan, Vegetarian, Restaurants"
E2V119PbWj8qB_ma-AQBhg,La Mesa Tortillas,"Mexican, Restaurants"
xNd_x23g7wiGAjmm5HXfPA,Poco & Mom's,"Restaurants, American (Traditional), Diners, Mexican, Breakfast & Brunch"
q0L1bP7f5Nd6m1Eq8pD0GA,Rancho Rustico Restaurant,"Restaurants, Mexican"
bnHd8rTh3CFcxeHCxpYjDw,Fatdogs,"Mexican, Fast Food, Hot Dogs, Restaurants"
Ph3JMW-vFSA0-qbhywD38A,Viva Burrito,"Restaurants, Mexican"
S3aHwOMwJXfsUEQrBAXSSQ,Las Cazuelitas,"Mexican, Restaurants"
6ccvTPhcwC-B37eIlqA8fw,Les-Paul Lounge,"Cafes, Restaurants, Nightlife, American (New), Mexican, Barbeque, Bars, Breakfast & Brunch"
W4lBP3lqY4dURJJ1RnzLnQ,Taco Giro,"Mexican, Restaurants"
KuVtxfIJu4qRscngMsVcxg,Fini's Landing,"Caribbean, Beer, Wine & Spirits, Food, American (New), Seafood, Mexican, Restaurants"
gdblKQ6YeyUWPXYncYvmbQ,Jack in the Box,"Restaurants, Burgers, Fast Food, Mexican, Breakfast & Brunch, Tacos"
5XtuUFM1f1hIehVd9SbYSg,The Dogout,"Restaurants, Mexican, Food, Hot Dogs, Tacos, Food Trucks"
mtjU2H7EbvkJ0gGjC8yG1A,Denny's,"Breakfast & Brunch, Mexican, American (Traditional), Restaurants, Diners"
L4xwp0LurbXTmhkCDFkWcA,Mi Ranchito Restaurant,"Mexican, Restaurants"
oHGPTi_BMJGOuAQqhOa0Qw,Crispy's Fish-n-Chips,"Fish & Chips, Restaurants, Chicken Wings, Mexican"
ZQGWsMNpH6OT6ZC2q_HMjw,Chipotle Mexican Grill,"Food, Fast Food, Restaurants, Mexican"
aJB-yCUFV1fREG7-Z1J5Zw,Tooley's Cafe,"Breakfast & Brunch, Mexican, Restaurants"
TFzKrlAKIz7h_TAgLaDW0w,Saga,"Mexican, Japanese, Sushi Bars, Restaurants"
G4rgfDp5pltixiUDblEUvg,Ramiro’s Mexican food,"Mexican, Restaurants"
dBlKS0XZqASS_s3xT6iiuA,Rubio's,"Caterers, Seafood, Fast Food, Event Planning & Services, Salad, Mexican, Restaurants"
mQ5YGAwfV-17zsZs70w-JA,DD'S Mexican Seafood and Grill,"Juice Bars & Smoothies, Food, Mexican, Seafood, Restaurants"
rNY5xg0FZSBopfmi-QZ_NA,Lerua's Fine Mexican Food,"Restaurants, Mexican"
AtOzkUYo7txDHbC5U1mUEA,Nicos Taco Shop,"Restaurants, Mexican"
QQoecfAQTiK9_lS17mRB0Q,Paradise Aqua Frescas,"Food, Desserts, Mexican, Restaurants"
ZiWPJfcHiR28sVhf5K6P0w,Los Bertos,"Mexican, Restaurants"
ma9zcqAdxJpMdeg5-UGNLw,DoubleTree by Hilton Hotel Tucson - Reid Park,"Food, Restaurants, Mexican, Hotels & Travel, Event Planning & Services, Specialty Food, Hotels, Steakhouses"
eR44gUajtqCnVECnjh7Ynw,Karamelo King,"Restaurants, Food Trucks, Mexican, Hot Dogs, Food Stands, Food"
_uDhUdcNBtgiOXPGPWunoQ,Taco Fish,"Restaurants, Seafood, Mexican"
YbwLfwNsov6FrP3ZaOOkww,Mariscos Culichi,"Restaurants, Seafood, Mexican"
-B6fyJ8PoAMr_mH5VGaPjA,Percheron,"Restaurants, Food Trucks, Food, Mexican"
JCNd5pF0GvSARbppJlrscA,Los Nopales Mexican Restaurant,"Restaurants, Mexican"
Rv8bW3pkzpi5dZu5ckbgtA,Guadalajara Original Grill,"Bars, Seafood, Breakfast & Brunch, Mexican, Nightlife, Restaurants"
lZFln6-wqFGEvagTe-7Kog,Viva Burrito,"Food, Mexican, Ethnic Food, Specialty Food, Restaurants"
JykoUULAfF60rAp3gjlvVw,Mariscos Chihuahua,"Mexican, Buffets, Restaurants, Seafood"
4jkH3istYst8zxLxb-QVmg,La Parrilla Suiza,"Mexican, Restaurants"
14QP5lOdrTAVVCDDuHIAUg,Tucson Tamale Company,"Restaurants, Gluten-Free, Vegetarian, Mexican"
5nOTwLs2lCpsFwZzHA6Hvg,Rubio's,"Fast Food, Caterers, Seafood, Mexican, Salad, Event Planning & Services, Restaurants"
JJdHznAJncfYldJDSsM8wA,Taco Bell,"Mexican, Tex-Mex, Fast Food, Restaurants"
qLzN8JgKvFWhetyyDhdTzg,Chipotle Mexican Grill,"Fast Food, Restaurants, Mexican"
LwtdXwu4Hkl_Vj82dyUmgg,El Potosino,"Mexican, Restaurants"
I9JC-IV5AZzL7x0BzJqOug,Rubio's,"Seafood, Mexican, Fast Food, Event Planning & Services, Caterers, Restaurants"
VqBFrv6StMLgZmO_nCtk4A,Nico's Taco Shop,"Mexican, Restaurants"
_98csRGckqIKkWy89T881g,Toto's Tacos Restaurant,"New Mexican Cuisine, Hot Dogs, Tacos, Mexican, Restaurants"
HAQiLrZ6Yb2-_x-YRn2aXg,Filiberto's,"Mexican, Restaurants"
o3woQWQ-0HxFftItIEeNdw,El Rustico,"Tacos, Mexican, Restaurants"
5UFDcAVRpBt0n6OonwEhZg,El Amigo,"Food Trucks, Mexican, Restaurants, Hot Dogs, Food"
3USsaqu_Dm2NeAJoW6r6_w,Taco Bell,"Restaurants, Mexican, Tex-Mex, Fast Food, Tacos, Breakfast & Brunch"
omeX3sbIEnyijtFRPBauXg,Cafe Santa Rosa,"Local Flavor, American (Traditional), Mexican, Restaurants"
JOZ43EpsSvvP63cdPpieOw,Taqueria El Gallo De Sinaloa,"Food Stands, Mexican, Restaurants"
CjpKgezPuAOIu4IfO9v-_Q,El Dorado Tortilla Factory Restaurant,"Mexican, Restaurants"
zaN2UrXXG2obOSImx7_DTQ,Alejandro's,"Mexican, Restaurants"
16CRZwuCmHtOhEao62H-jg,Chickenuevo,"Restaurants, Mexican, Spanish"
RRcpqq6D4WS4jZ3HK8tckQ,The Taco Shop Company,"Restaurants, Fast Food, Mexican"
44klPO-2HedNmQc-LMg5jQ,Chipotle Mexican Grill,"Restaurants, Fast Food, Mexican"
TqCKiDAs6r4GSo41QHlCHw,The B-Line,"Breakfast & Brunch, Mexican, American (Traditional), Restaurants"
_UnBYJHwRPtP7pk07knA2g,Taco Bron,"Mexican, Food, Restaurants"
jyMDwalzMA7xcETWrQpOqw,Mr Toro Carniceria,"Butcher, Specialty Food, Food, Mexican, Restaurants"
LQgCCHnqNOurEEjrqns2YA,Casa Valencia,"Restaurants, Mexican, Seafood"
jNWIn3nQocGSouT7SwCE0w,Baja Dogs,"Restaurants, Hot Dogs, Mexican"
hPxeshyaUwDYOz-V7tWDQA,Frank's,"Restaurants, Mexican, Diners, Breakfast & Brunch"
mxam6ZzXg_ZSTSFPDJEpFA,Taco Bell,"Tex-Mex, Fast Food, Tacos, Restaurants, Mexican, Breakfast & Brunch"
L264ryISA13SRLasBDXmHg,Nicos,"Restaurants, Mexican"
8aw1EB02nBK8SaphH2DFGw,Wooden Nickel,"Bars, Burgers, Mexican, Dive Bars, Tacos, Nightlife, Restaurants"
-0G_6-KFGpCpxTUlVXCMYQ,Gio Taco,"Restaurants, Mexican"
M7d6q4l_kn0KeBo_g9YReg,Casa Sanchez,"Mexican, Restaurants"
7u68SlaFWfF_bUHQrJtGmQ,El Pollo Loco,"Restaurants, Mexican, Fast Food"
HoCO8CHjAPZWP4P2PoTcZg,Javelina Cantina,"Mexican, Nightlife, Pubs, Event Planning & Services, Restaurants, American (Traditional), Bars, Tex-Mex, Hotels, Hotels & Travel"
IvrWkkd7B4Pe78uvrW6vzA,El Molcajete Restaurant,"Mexican, Restaurants"
zgClnCzcLl1gzUeKFaJAhg,Jack in the Box,"Restaurants, Fast Food, Burgers, Breakfast & Brunch, Tacos, Mexican"
aRF_msn--nbX2LPIbb13FQ,El Parador,"Restaurants, Mexican"
_jhBtG_3EGSpSE48K7iO5Q,Carlota's Authentic Mexican Cuisine,"Restaurants, Mexican"
LjNlzq5Q2Ap1Ax7pWjh9OQ,Miguel's,"Mexican, Restaurants"
sSp55hOb7AKigimgzbCMUg,Nico's Mexican Food,"Mexican, Restaurants"
dC9S-nqSiO2C9aB4ZLI98g,Taco Bron,"Mexican, Restaurants"
rzNrrKytTCeu7bbdwcsl7A,Macayo's Mexican Restaurants,"Mexican, Restaurants"
OxBZqeYH5xuusEPp9ml7-g,El Guero Canelo,"Mexican, Hot Dogs, Restaurants"
KISVq91dUQLa75m8IqY66g,Americano Mexicano,"Fruits & Veggies, Mexican, Restaurants, Specialty Food, Ethnic Food, Bars, Nightlife, Cocktail Bars, Juice Bars & Smoothies, Food, Food Stands"
5gGLaMLatEP_Cm3y_Isdkw,El Gorrion,"Mexican, Restaurants"
cWCwAkjQxher9oYylYO8sQ,Mariscos Chihuahua,"Restaurants, Mexican, Seafood"
a_oRfgkNFnulTada--P_Tg,Sonoran Brunch Company,"Restaurants, Mexican, Breakfast & Brunch"
ALccdKgIxLKsi--aBprIkg,Nico's Mexican Food,"Mexican, Restaurants"
PcZ00r97wYVYfvzpc9VEWA,Garage on 4th,"Sports Bars, Food, Bars, Nightlife, Mexican, American (New), Restaurants, Gastropubs, Beer, Wine & Spirits, Breakfast & Brunch, Pubs, Tacos"
1H7tQr5ntTm2Gm9LDIV2tA,Mr Baja Fish,"Seafood, Mexican, Restaurants"
IlxIkuFaAE6NMovlPZgr8A,Buenavida - tucson,"Mexican, Coffee & Tea, Restaurants, Food, Latin American"
qBtJsOr0xybAvR54tmBEjw,Filibertos,"Restaurants, Mexican"
sfOsBQzmxnqal8N_PfwpJQ,Juice N Fruit Raspados,"Restaurants, Juice Bars & Smoothies, Food, Mexican"
pSl8qRwaDYvVWDWbaOuLcg,Benny's Restaurant,"Soup, Breakfast & Brunch, Mexican, Restaurants"
nXUfI8_N0cSh5rlYjaOx4g,Carniceria los Vaqueros,"Mexican, Food, Specialty Food, Grocery, Restaurants, Meat Shops"
d26VEnmSq_r2wJ35L9RYUw,Little Mexico Steakhouse,"Mexican, Restaurants"
YX5GAkgoHcjMnAZW-4kKoA,Milagros Cafe,"Mexican, Restaurants"
BtI1DC4SV1PxfPKNs2utnw,Taqueria Y Raspados Jason,"Street Vendors, Restaurants, Food, Hot Dogs, Mexican"
50s2RbJMKAMqFGO4wFszJw,Valeria's Comida Mexicana,"Restaurants, Mexican, Food, Food Trucks"
Q2ClPH3hU17sI6TLmOp5Aw,Guadalajara Mexican Grill,"Restaurants, Mexican"
EeOCDFhDan9D-c9hyKhpnQ,El Beto,"Restaurants, Mexican"
W-qxgFKtw8TlibinTp5cYw,Momo's,"Restaurants, Tacos, Nightlife, Mexican, Bars, Beer Bar, Sports Bars"
rUHBwfki2NOnZlx6K6qNpA,Tacos Del Rancho,"Mexican, Cocktail Bars, Bars, Beer Bar, Tacos, Restaurants, Nightlife"
pPczmG8ZLUqZ4CD0IJiVVQ,Julioberto's,"Mexican, Restaurants"
29Ok6gZ4JWBKshs0R0M-ZQ,El Cisne Restaurant,"Mexican, Bars, Breakfast & Brunch, Restaurants, Nightlife"
H8sMOMClc3d90UMv-JsMHA,La Olla Mexican Cafe,"Restaurants, Mexican"
Ax0yLmYxBVNe3L32d3PJ-A,Betitos Taco Shop,"Mexican, Restaurants"
h8TJV8clolcjqp9aFV4OjQ,Sunny Daze Cafe,"Diners, Tex-Mex, Cafes, Breakfast & Brunch, Restaurants, American (Traditional), Mexican, Burgers"
flhsth8MqAXJnKfqwuW0_g,Leo's Real Mexican Food,"Mexican, Restaurants"
tjNrQthf5RY-YjNwY0nW9w,Chuy's Mesquite Broiler,"Restaurants, American (New), Mexican, Salad, Tex-Mex"
8Zn_QmioC3ySnQhvg-8D8A,The Taco Shop,"Mexican, Restaurants"
sG3z318dPnG7zyujS_eqKQ,La Salsa,"Restaurants, Mexican, Food, Tex-Mex"
yZwlpIhzVRxVdbIkuw9-VA,The Kitchen,"Mexican, American (New), Burgers, Restaurants"
bkpS0H3igTwHPaBemnkdOg,Pinches,"Mexican, Restaurants"
WHW-fLxXL3rCfqEptnucNw,Los Betos,"Mexican, Restaurants"
jqnu1c9qrUXDOGSWwgnOFA,Nico's Taco Shop,"Restaurants, Mexican"
Qv-LXEAx6KYEWjXSqTBvAw,Jack in the Box,"Burgers, Tacos, Breakfast & Brunch, Fast Food, Restaurants, Mexican"
u6P6I5PZnSlnILY5nFWBJA,Calle Tepa,"Beer, Wine & Spirits, Mexican, Food, Restaurants"
_OxtWf7PXv3O_IbveYk9oQ,La Garrafa,"Mexican, Food, Restaurants, Ice Cream & Frozen Yogurt"
rro2hWuIkkfgI3OpttpkzQ,Mariscos El Bochas,"Restaurants, Mexican, Seafood"
yLARx5AAIRQhMIINW-g3Mw,Carl's Jr,"Mexican, Restaurants, Burgers, Fast Food"
nEaTbGFlU7d9eLU2kl6KBw,Taqueria El Pueblito,"Mexican, Latin American, Restaurants"
uBv7xHdxbl7n4lKs5hvs7w,Viva Burrito,"Restaurants, Mexican"
79sRRGDXhjRvxvBkQ4W9CQ,Jason's Mexican Food,"Restaurants, Mexican"
T0kwOTpLqPYqaDl2huYOvA,Taqueria Alamos,"Tacos, Food Trucks, Food, Restaurants, Mexican"
xzXcBF-2_JmIlfqYzxM9nw,Pirata Luchi,"Seafood, Restaurants, Mexican, Cajun/Creole"
boDCs6rfxOA-0NYYmqdE-A,Carnitas La Yoca,"Restaurants, Mexican"
UVzAz-7WMmore8HX7D21FQ,Los Betos,"Mexican, Restaurants"
YKQc1IpoaBfIEyMQCisZ6Q,MaFooCo,"Street Vendors, Korean, Food Trucks, Restaurants, Mexican, Food"
T78DNDCb78-CNDkFlM1z0g,Los Betos Mexican Food,"Mexican, Restaurants"
FRVFSMoQ4OLVfN5yEd-qiw,Casa Valencia,"Mexican, Seafood, Nightlife, Restaurants, Cocktail Bars, Bars"
nP9ORQplu0mX3JQlm4kygA,Baja Mar Mariscos Y Cahuamanta,"Restaurants, Mexican, Seafood"
5hyIty7KkRfVE_1gCKbUvw,Delectables Catering and Venue,"Caterers, Mexican, Vegetarian, Burgers, Food, American (New), Venues & Event Spaces, Wedding Planning, Wine Bars, Arts & Entertainment, Pubs, Breakfast & Brunch, Bars, Food Delivery Services, Salad, Restaurants, Desserts, Sandwiches, Event Planning & Services, Party & Event Planning, American (Traditional), Italian, Cafes, Music Venues, Nightlife"
Y9fhmJvqKpoLuThAiLC12A,El Molinito,"Mexican, Restaurants"
lNvF0hh254lyqS4dGcsCOA,San Carlos Grill,"Restaurants, Mexican"
xeEVGmqng-qUtvHY-XaxCg,Totopos,"Restaurants, Mexican"
m4KacRCjN1kbkAIc1NBhdg,Mariscos Mi Mazatlan,"Mexican, Restaurants, Seafood, American (New)"
lHOMopCju4GhwnctY4YPag,Charquitas,"Mexican, Food, Restaurants, Food Trucks"
AJH_WJcOUEbCLxIdaWlmRQ,Perfecto's Mexican,"Restaurants, Mexican"
uHl5Eho9P0NPTnH4tKtN3w,El Taco Tote,"Mexican, Restaurants"
7hxKhNTk2mTF6bNMTwx6pQ,La Parrilla Suiza,"Restaurants, Mexican"
f15Fz0br0RJO6k-BLlqlww,Tucson Tamale,"Restaurants, Mexican"
LzRRTx-b_LJGnP_eiowvhg,Birrieria Guadalajara,"Restaurants, Mexican"
cplvIF2QlLpAKCsv5CRncw,Los Betos,"Mexican, Restaurants"
NQ6v9hMwtfS5mn2a0vQr1Q,Teresa's Mosaic Cafe,"Restaurants, Mexican"
5xDQFNAlW5WalnfqOvUxBQ,Sammy's Mexican Grill,"Restaurants, Mexican"
9EShDFClM3S2D3BC9UZdMg,Paleteria Y Neveria La Michoacana,"Ice Cream & Frozen Yogurt, Juice Bars & Smoothies, Food, Mexican, Restaurants"
fRFNQNoVRDI3YFhiGyqZxA,Nico's,"Mexican, Restaurants"
abmP4I_2mlXu4uM3Gmfgbw,El Perron de Obregon,"Food Stands, Mexican, Restaurants, Hot Dogs"
6ud6RVcQvkOMh3i-di7eKw,Chuy's Mesquite Broiler,"Bars, Tex-Mex, Chicken Wings, Caterers, Event Planning & Services, Restaurants, Mexican, Nightlife"
H03t-5azT0cc2Jh_Pfit2Q,Street- Taco and Beer Co,"Restaurants, Mexican"
4t80VE_TygKa_CRGI6kBMA,Taco Bell,"Tacos, Mexican, Tex-Mex, Breakfast & Brunch, Restaurants, Fast Food"
zC8bTY9IIxVg9S7sTqnzsA,Carl's Jr,"Fast Food, Restaurants, Burgers, Mexican"
ueNdkyU0IO91jEvtZOcr1Q,Sno Cones Sonora,"Shaved Ice, Food, Restaurants, Mexican, Desserts"
k6WUlBpfBWDuYtBijAkUjA,Taco Bell,"Tacos, Restaurants, Tex-Mex, Fast Food, Breakfast & Brunch, Mexican"
ARzkPI1fpPT2Kk0vbcMlow,Papa Locos,"Restaurants, Hot Dogs, Mexican, Burgers"
tLfsZZf6Rn2xSD-_-GvCew,S. Antojitos Salvadoreños,"Latin American, Salvadoran, Mexican, Restaurants"
ClGkMASGsW3IwkvLeRkv1A,Sonora Wings & Seafood,"Mexican, Seafood, Chicken Wings, Restaurants"
nvwtUKh6rBb29rFbC9kq5w,Taco Rico,"Food Trucks, Food, Tacos, Restaurants, Fast Food, Mexican"
Sfc6seMKbgxdY3knAtsinA,Cora's Cafe,"Restaurants, Mexican"
pvGVIQV2F3DJgVbQE-ZCzw,Jason's,"Restaurants, Mexican"
-1w9JMktu9oWTXwNqtZQoA,Sazon El Cebo-Yon,"Street Vendors, Mexican, Food Trucks, Hot Dogs, Restaurants, Food"
I57yd52bG6P253EoDBSbxA,Tacos De Cabeza,"Food, Food Trucks, Restaurants, Mexican"
0ghzROkZWKWwQKDt1fkPAQ,El Guero Canelo,"Mexican, Restaurants"
rmmsGytKxZPQjbtb0DfE-A,Mi Tierra Restaurant,"Restaurants, Soup, Salad, Mexican"
eaNouTpxnIu7M80xdeLxFw,Tequila's Mexican & Seafood,"Seafood, Mexican, Restaurants"
t7N2kb78WucTM3U2RFCJCw,Poncho's Restaurant,"Restaurants, Fast Food, Mexican, Breakfast & Brunch"
WN8icQ2p9_uUZosXg--jNw,Taco Bell,"Sandwiches, Mexican, Tacos, Tex-Mex, Restaurants, Fast Food, Breakfast & Brunch"
ESUwN81iNYvm0yqYCxSivg,Jack in the Box,"Mexican, Tacos, Restaurants, Breakfast & Brunch, Fast Food, Burgers"
Bn89wzlM7Yx0hWWm4sWjKw,El Molinito,"Mexican, Restaurants"
v1MPaMh9QVv_dM8uObIjHQ,Alejandro's Tortilla Factory,"Restaurants, Bakeries, Meat Shops, Specialty Food, Food, Mexican"
kz1y_1ToM0m4hyQE5p0Uqw,Street- Taco and Beer Co.,"Bars, Nightlife, Mexican, Restaurants, Tacos, Beer Bar"
zFWfR5YZIu8JD5Dq3QOw3Q,La Cocina De Gabby Bar & Grill,"Restaurants, Bars, Mexican, Nightlife"
QSM7pFSUYnin1_3kAHGotg,Florentino's,"Italian, Restaurants, Mexican"
NbTNxhZXhPOPUhBFXZ1jLQ,The Blacktop Grill,"Hot Dogs, Food Stands, Nightlife, Mexican, Food, Restaurants, Food Trucks, Bars, Beer Bar, Specialty Food, American (New), Comfort Food"
zdXhmcOnxlqloE6Y_O8Fpg,Restaurant Sinaloa,"Mexican, Restaurants, Seafood"
yVB7Usr55NnaUKs7K6xDTQ,El Berraco,"Seafood, Mexican, Nightlife, Latin American, Cocktail Bars, Restaurants, Colombian, Bars"
UPJ9LxyR9BqVDERteWBEhQ,Jack in the Box,"Tacos, Breakfast & Brunch, Mexican, Burgers, Restaurants, Fast Food"
DA5Mecz4auAhTTlFWNh33Q,La Chaiteria,"Mexican, Tacos, Vegan, Vegetarian, Food Trucks, Food, Restaurants"
IZAEkqtVNomnrIvwCQaDGw,La Salsa,"Mexican, Tex-Mex, Restaurants"
Di55cLPgsiSZGCyYLo7MCw,Viva Burrito,"Restaurants, Mexican"
zGrJLb4j3BoRnWtjAfn87g,Coronado's Mexican Food,"Mexican, Restaurants"
yLlMtg6rpJYy46Q-xLClDA,Taqueria Porfis,"Latin American, Mexican, Restaurants"
EmBa8UWYRwM_3hagkqwtIg,Saguaro Corners Restaurant & Bar,"Restaurants, Tapas/Small Plates, Nightlife, Food, Burgers, Beer Bar, Lounges, Beer, Wine & Spirits, Latin American, Comfort Food, Mexican, American (New), American (Traditional), Spanish, Barbeque, Bars"
ZswHHBmGyk2FmmSiRf6GHw,Guadalajara’s,"Mexican, Restaurants"
1QNGVBU2NwG1vSFUerRi7A,Taco Bell,"Restaurants, Tex-Mex, Tacos, Mexican, Breakfast & Brunch, Fast Food"
9_Ur9QoNRBU5kc-k84rXrQ,Filiberto's Mexican Food,"Restaurants, Mexican"
asuAMmOFQb8KeKEU7bO0Rg,Paco's,"Mexican, Restaurants, Breakfast & Brunch"
89h8yJNnYEs5MiRogltPJw,Los Betos Mexican Food,"Restaurants, Mexican"
uAE0ZxP21IXPoMpD_CAF-g,Aqui Con el Nene,"Mexican, Restaurants, Latin American, American (Traditional)"
cFFV6yuNCxei81s6jYBQ-g,Jack in the Box,"Fast Food, Restaurants, Mexican, Tacos, Breakfast & Brunch, Burgers"
iJeBfnpFdxuzN_3MnIJ1Mg,La Fresita Tucson,"Mexican, Restaurants, Breakfast & Brunch"
NFuPH1XrddG7YZ77mPYK0Q,Chipotle Mexican Grill,"Restaurants, Fast Food, Mexican"
4MXnrz1I99c13tsv4aDkFA,Old Pueblo Grille,"Bars, American (Traditional), Mexican, Restaurants, Tex-Mex, Local Flavor, Nightlife, Steakhouses"
JXNUyycQEl6pTDkbN0XjXw,Little Mexico,"Restaurants, Mexican"
OQtiglitfleC-roso3jXDw,Jack in the Box,"Fast Food, Burgers, Tacos, Mexican, Restaurants, Breakfast & Brunch"
8RAVcQTTGugug3nK39hZ5g,El Charro,"Mexican, Restaurants"
DQ600J0ghZe62HYpYO4pNg,Yolys Mexico Grande,"Mexican, American (Traditional), Restaurants"
eZ_05oNWZzB-jCcbiVHtkQ,El Antojo Poblano,"Restaurants, Mexican, Food Trucks, Food"
5OucQMJtsGGh8PLnjedHUQ,Filiberto's,"Fast Food, Restaurants, Mexican, Tacos"
g9DDXMuDwaW-GtD2f6xl6A,Breakfast Stop,"Mexican, Breakfast & Brunch, Restaurants"
C0N7JMYF53oDQ6wLCCG9YQ,Perfectos,"Restaurants, Fast Food, Mexican"
eXH8AvpSarvyO7PCE9K-jg,Jack in the Box,"Restaurants, Burgers, Breakfast & Brunch, Mexican, Fast Food, Tacos"
sq4YMFrzOZyApa7QifGNEA,Mestizos,"Tacos, Seafood, Mexican, Food, Restaurants, Empanadas"
Xv5QKR3DMOhIS4V187yj2Q,La Botana Tacos,"Tacos, Hot Dogs, Restaurants, Beer, Wine & Spirits, Seafood, Mexican, Caterers, Vegetarian, Food, Event Planning & Services, Specialty Food, Breakfast & Brunch"
si1CXN9iRoJvoKhO1LZSTQ,Rigoberto's Mexican Food,"Mexican, Restaurants"
e28EYYiOKb-zEU-EX206OQ,Chuy's Baja Broiler,"Bars, Nightlife, Tex-Mex, Restaurants, Mexican"
goLd9V10BdEHTxRK8OD7Zw,Street Taco And Beer,"Food, Street Vendors, Beer Bar, Restaurants, Tacos, Mexican, Nightlife, Bars"
xJcMPZEUXC2higFYSGuO0w,Carl's Jr,"Mexican, Restaurants, Fast Food, Burgers"
kbLMftopyrdxcoKytiCRIg,El Pollo Loco,"Restaurants, Mexican, Fast Food"
MXNEFOi2wO8Zk6s5-5yaEw,CharroVida,"Desserts, Vegetarian, Mediterranean, Modern European, Vegan, Mexican, Food, Restaurants"
-1iLbEf1NwY-OJp5Hg-3Sg,Chuy's Mesquite Broiler - Valencia,"Restaurants, Fast Food, American (New), Mexican, Tex-Mex"
K5zbuIW7n2n9DEfubAyMNg,Zivaz Mexican Bistro,"Restaurants, American (Traditional), Burgers, Mexican"
Wrkqol2_IEgb8QgRkZsSDg,Ruiz Hot Dogs,"Restaurants, Mexican, Hot Dogs, Food Stands"
kxvW5Mfebywb0L1HTHdX3g,Buendia Breakfast & Lunch Cafe,"Mexican, Cafes, Restaurants, Breakfast & Brunch"
h1OkRUd0uV6yE6PwUOUonw,Taco Bell,"Restaurants, Tacos, Mexican, Tex-Mex, Fast Food, Breakfast & Brunch"
iIVemD9UFS-Nm7B5ivwBJg,Taco Bell,"Mexican, Restaurants, Breakfast & Brunch, Fast Food, Tacos, Tex-Mex"
CUz0n5KEyjkVR2Rbwb2h9A,Taco Bell,"Restaurants, Fast Food, Breakfast & Brunch, Tex-Mex, Tacos, Mexican"
e5gOtAH36l70fexYypnG5Q,El Mezon Del Cobre,"Seafood, Mexican, Korean, Vietnamese, Restaurants"
DcGhBv1dWXvB3kcRS2ml8Q,ChickeNuevo,"Restaurants, Mexican, Fast Food"
wOV877D53aONy3dgja-PJQ,Ole' Mexican Grill,"Mexican, Restaurants, Salad, Desserts, Food, Scandinavian"
OeciLH3te4NiWtI-uu7q3A,Rigo's Restaurant,"Buffets, Breakfast & Brunch, Restaurants, Mexican"
87ypDkG0umOYxnDI0eqxAA,Las Cazuelitas West,"Mexican, Restaurants"
YSRM9nWQn40eg49tSiI-_Q,Mi Nidito Restaurant,"Restaurants, Mexican, Desserts, Food, Latin American, Tacos, Breakfast & Brunch, Soup"
