name,text
Salsa Verde Restaurant,"Delicious Pozole soup hands down. The customer service could use and attitude adjustment. The food is worth the attitude. All in all, great place to eat!"
La Botana Tacos,"Botana was exactly what we were looking for -- delicious street tacos, homemade salsas, tasty margaritas and a nice outdoor patio to enjoy them on."
Jack in the Box,"Jack Butter burgers the best I tasted! Juicy and doesn't fall apart, coupons make it scary good!
Fast efficient service and courteous too, so worth it!"
Cafe Poca Cosa,"Most unique Mexican Food I have ever had.  Great margaritas and delicious food.  I see a lot of complaints about the service, and, while I have never had too much of a bad experience with the service, I would gladly trade service based on the excellent food you get.

It is a must to order the special and roll the dice.  I have done it dozens of times and was never disappointed. 

With the special you get a salad, some fruit, and three entrees that are up to the chef.  No one person at your table will get the same plate when ordering the special.

Decor at new location is a little sterile compared to the old spot, but it is too hard to pass up this delicious fare!"
Salsa Verde Restaurant,"First time here and everything was great. Everyone was nice, the restaurant was really clean, and the food came out quick. My wife is Hispanic so I know good Mexican food. Everything was delicious and the prices and portions were"
Salsa Verde Restaurant,"We have driven past this restaurant numerous times and have discussed stopping, but never did till today when we had to be in the center anyway. Wish we had been in the center sooner!

They have a nice patio area and serve alcohol so that already earns them a star. Large menu with salads, soups, burritos, tacos, entrees and an item called machete which is basically like an arepa. 

They also have a salsa bar with numerous options - salsa, avocado cream, cilantro cream, Southwestern dressing, pickled onions and veggies, cabbage, cucumbers and more. 

You order at counter but they bring food to you, fairly quickly. Good portion sizes and food is very flavorful"
Ensenada Street Food,Friendly and helpful staff. The birria is delicious. Super tasty tacos. The spicy salsa was excellent.
Seis Kitchen,"So DANG good!!!! Definitely get a side of rice, it was delicious! The tacos were great too. Everything was very flavorful and they have a decent amount of options for everyone. I kept coming back for takeout and it might be one of my new favorite places."
El Chinito Gordo,Nice atmosphere. Good food. Highly enjoyed the Paloma. Big plates of food barely finished
Salsa Verde Restaurant,"Based on the reviews posted here we thought we'd try this restaurant out. Well, the reviews are right on the money. The food is great. The staff is extremely friendly. We had a great meal. The food seemed to be a bit more ""authentic Mexican"" than most typical Mexican restaurants. You can't go wrong eating here!!!"
Guadalajara Original Grill,"From out of town and decided to go to this restaurant! 

The decor is so pretty! Very traditional and welcoming! 
The food is nothing short of Delicious!  The salsa is made fresh and so good!"
Seis Kitchen,"Outstanding, FRESH menu. Tomatillo salsa is to die for! Highly recommend."
Ensenada Street Food,Tacos were on point and the service was quick! The people who work there are really nice too!
The Garage on 4th,"We came here during the 4th avenue street fair. They were super nice and had a great patio. Beer selection was good and our burgers were AMAZING. We have an 8 month old baby and he loved being outside.  Staff were great with him and we left really happy with the whole experience. There are a lot of places down the street that are not super family friendly, or part of chains, this was different. We will absolutely come back and enjoy the weather while it lasts!"
El Chinito Gordo,Wow on those Margaritas! They hand-make them and they do not taste like sweet and sour. SO DELICIOUS!. Ally and Mo were awesome!
Ensenada Street Food,"Great food and friendly service. There was a little bit of a wait for the food I ordered, but it was well worth it! Delicious, and presented beautifully. Very vegan friendly!"
Salsa Verde Restaurant,"Went through drive through,  the guy at the window was very pleasant and the food was great as well. I'll be back"
Viva Burrito,"Not sure why other reviews are so low. The place is really clean and tidy, very nice staff and quick service. Delicious breakfast burritos, just like the east side location. I had the chorizo, potato and egg breakfast burrito, and was able to get salsa verde on request. Great prices! You can't ho wrong here"
El Charro Cafe,This is by far the best Mexican food. It has fresh and sustainable ingredients. The dishes are palatable and visually appealing. World class food in an old house. The owner is friendly and welcoming! Love this and recommend it to anyone traveling!
Rosa's Mexican Food Restaurant,"The enchiladas give me cravings that can only be satisfied by a trip to Tucson. Oh, my, yes!"
Crossroads Restaurant,"I cannot say enough good things about this place!!!

Tasty drinks
Beyond amazing food. Everything had so much flavor. 
The staff are very friendly
Cute atmosphere

Do yourself a favor and go check this place out. You won't be let down!"
BK Tacos,The Carne Asada and Pollo Tacos were OUTSTANDING!  The meats were marinated and grilled to perfection!  They feature a nice selection of fruit flavored waters at BK that complimented the food nicely. My colleagues each enjoyed their meals as well.
Papa Locos Tacos and Burgers,Been to the Broadway and Pantano location twice now. Their chili relleno burrito is amazing. I've had it with the red enchilada sauce and without. Both were good but I think I liked it better without the sauce. Also I added refried beans inside the burrito and it took it to the next level of deliciousness. Next item on my list is the chili relleno burger and I can't wait!
The Quesadillas,"A small family-owned restaurant with geat, reasonably priced food. It isn't fancy, but soooo good!  The quesadillas are filled with tasty grilled meat - not cheese-based, like so many."
The Quesadillas,"I've been here a couple times, and each time I think ""I need to come here more often"".  The food is delicious, from the moment one walks in the doors the smells are captivating, and the service is friendly and helpful.  I'm happily going again, as soon as I can get there."
The Quesadillas,"Almost passed on this place because of the 1 review with 2 stars.  That would have been a mistake

Like other posts say, Don't judge the outside.  This place is very clean on the inside and comfortable. Split a Carne Asada Quesadilla which comes with a bean taco and a side bean taco. Under 8.00 and we were both full.

This place is as good as all the 5 stars say it is.  The 2 people working were very friendly too."
Casa Sanchez-Mom's Mexican Food,Good food! Great prices! Fast Service! Always a selection of daily specials too.
BK Tacos,"One of the best hotdog place in Tucson and this is actually a sit-down restaurant. We love their Sonoran dogs, carmelos and burros. Their salsa bar is delicious, always stocked and clean. Must-visit."
La Bocanitas,Don't let the storefront fool you! The inside is super clean and modern and the food was excellent! Shrimp empanadas were delicious!
El Charro Cafe,"Amazing.  That applies to the food, the service, the ambience, the decor...  I could keep going.   We were a party of three, and each of us was happy with our meals.   Our server, Devin (spelling is a guess) was efficient, friendly and welcoming.   Jesse gave us a tour of the restaurant ( there's more to it than appears from the street;  it has a remarkable history ).  All staff interacted with us and other tables very warmly.   We will be back."
El Molinito Restaurant,Love the shredded beef tacos and I only need one margarita....it is intense. Spicy salsa is yummy or go for the tomate....milder version.
GRINGO grill + cantina,"Being previously acquainted with Miguel's, I was impressed by simply walking into the renovated Gringo Grill and Cantina. The remodeling of the restaurant was refreshing with an overall new look and feel to it. Their patio now has misters which makes the view of Tucson that much better! 
Off the cocktail menu, I ordered the Gila Monster. It was a nice combination of prickly pear fruit, cilantro, and tequila. I would definitely recommend this cocktail if you like sweet with a little twist! They also had so many creative cocktails that I look forward to trying in the future.
Randy and Gabi were both at the bar, they were extremely welcoming and informative about the Gringo menu. They both recommended the Sonoran Burger as one of their favorite food items on the menu. Of course, I had to give it a go. The sauce had a very nice sweet jalapeno taste to it. I decided to order tostones instead of the fries and they were delicious! 
If you are up for the challenge, the Desert Ghost is a must. While dining, someone actually finished their drink- they were rewarded with dinner for two and a free t-shirt! Overall, I was extremely happy with my experience at Gringo and I will definitely be coming back to try more of the menu!"
Illegal Pete's - Tucson,"Illegal Petes is exactly what university needed! Thank you for making your way down here with the amazing happy hour deals and queso smothered burritos! If you haven't been here you need to make it, great beer selection and great margaritas as well!"
Casa Sanchez-Mom's Mexican Food,"Great lunch, good prices. Fish tacos were awesome."
El Molinito Restaurant,"We usually go to the location on Ina & Thornydale and get taken care of really well. Our server was extremely nice and helpful. We went during lunch, so my friend had the chicken enchiladas and I had the Chicken Colorado with white sauce. But the one thing that stood out for me was the Pico De Gallo they make with roasted green chiles. That was the best Pico De Gallo I've ever tasted in my life, hands down. I love Pico De Gallo and have tried it many ways, but this takes the cake. I guess my addiction to green chiles helps that but I gotta say, you should try it. 

The prices here are affordable, the food is great and the service is too. I will be going back soon!"
El Charro Cafe,"Great experience! Nothing better than sitting outside in the middle of November on a Saturday afternoon watching the University of Arizona beat the pants off of Utah and enjoying margaritas and great food with our guest from Germany. I highly recommend the Carne Seca, while my wife enjoyed her chile rellenos and our guest had chicken enchiladas. Service was great and we were greeted at the door and seated immediately. Don't miss this great dining experience!"
El Molinito Restaurant,"Go there! Excellent food, good portions, good price, excellent service. A great value!"
Reforma Modern Mexican Mezcal + Tequila,I reserved the party room and they were able to give us a brunch menu for Saturday morning for my party. The customer service was exceptional and the food was great. The people I invited are hard to please and they loved the venue and food. Will be using them again for any big parties coming  up in the future. Thank you!!
GRINGO grill + cantina,"I ordered the Calabasitas Stuffed Chile Relleno with Shrimp. The menu indicated it would be spicy. It was not but it didn't matter because the flavor was there. Very well presented dish. The dish has red chile in it so ask for tortillas to sop up the goodness. The waitress (I unfortunately forgot her name but ticket said Erin) was busy but tended to all my needs and was very friendly. I only had this one dish but if the other dishes are as good, I would come back."
El Charro Cafe,The steak tampiquena with all the fixings was out of this world delicious.  The salsa is soooooo good and the service was excellent. Can't wait to go back again but it's a long way from OR
The Quesadillas,This will be the greatest quesadilla you will have in your life. The steak in it was very high quality (I would have eaten it as just a steak) and he tortilla is delicious. Furthermore the salsa bar is awesome with lots of great toppings to try. Will return!
El Charro Cafe,"If you are looking for an authentic Mexican food experience that is a little different from the other AZ styles, this is the place!!  The carne seca (spelling??) is out of this world and as far as I know, you cannot get carne seca in Phoenix... its a Tucson thing.  This historic restaurant seats a bunch, and it can be awkward, but its so popular that having tight seating allows for more of us to enjoy the food!  I'd rather be seated and served, than wait an hour.  The margaritas are great and the flan is dense but smooooothhhh.  Top recommend when you're in Tucson, from this Phoenician!"
Reforma Modern Mexican Mezcal + Tequila,"Wonderful! Most tender, delicious carne asada I've ever had, street corn was delicious (albeit not exactly traditional), and service was especially good considering it was opening night! Next time, I hope to set up a designated driver so I can try one of the fresh muddled margaritas of the day. Oh, and the place looks GORGEOUS!!! I'll definitely be back :)"
El Charro Cafe,"Best Bar downtown.  Happy Hour is great.  Service and Food are great!  And Staff are Top Notch.  Jerry, Robert & Johan make you feel at home every time .  Thank you El Charro!"
The Quesadillas,Wholly smokes this is good! I recommend going mid afternoon or later when the meat seems fresh from the grill but the prices are great and the tacos are the best around. I have yet to get beyond the first thing on the menu because it is that good. Took a bite of wife's veggie tacos which were superb and also bite of friends hot dog also outstanding!
El Charro Cafe,Quality you can taste! Enchilada banderas wasrecommended to us and was an excellent choice. The service was great as well.
Papa Locos Tacos and Burgers,Fantastic carnitas tacos! They are essentially in a gas station and easy to find. I also had a shredded beef enchilada which was pretty good. If I'm ever back I will definitely get several carnitas tacos!
Blue Willow Restaurant & Gift Shop,"I recently read an article that said you usually only eat at 5 restaurants, I know us Yelpers are different, but then I looked at my habits and it's true. So today I wanted to step outside of my 5 and try someplace new. So I went on Yelp and found a new place, force there, pulled into the parking lot of a closed restaurant. My wife jumped on Yelp and found the Blue Willow. 

I am very pleased with my experience. First and foremost was how attentive the waitstaff was. By the time we sat down we had menus and our drink order was in. As we porous the menu another came over and asked if we had any questions , and a third stopped by to make sure we had our drink order in. 

I ordered my breakfast staple of eggs, bacon and potatoes. This is a barometer as to how a breakfast restaurant is. My eggs were absolutely wonderful, perfectly fluffy and well seasoned, the potatoes were just as good and bacon.

Our server was very nice and personable, we talked about our similar soft bacon preferences. They insured that our tea water was filled and hot. Great guest service all the way around."
BK Tacos,"Favorite place to go for Sonoran dogs. Always great. May take a little while, but it's definitely well worth the wait. Always kind people working as well. Great staff"
"Guadalajara Grill - Mexican, Best Mexican Restaurant in Tucson","It seems that all of the hype I've heard about this restaurant is correct ... very much so! The design and decor of the restaurant is beautiful and authentically Mexican. It's fun just being there! The service from the entrance to our waiter and beyond was also impeccable and very much appreciated. The food, oh, well, yum! From the deliciously cilantro-rich table-side salsa to the guacamole to the bacon-wrapped shrimp to the Burrito Grande to their huge salads to their Mexican Paella to their Queso Lobster-stuffed Salmon, well, we were freakin' stuff by the time we headed out the door. Also, the serving sizes are quite generous and the prices are very reasonable. It's all just very well done at Guadalajara and it is a gem of Tucson. If you enjoy Mexican food, great service, and delicious food, then go there and go there often. You'll be glad you did."
El Torero,"WOW WOW WOW ~ super gem of a restaurant!! I went with a group of friends and we had an amazing night.  We spent about 3 hours there and loved every minute!  The co-owner Michael is an amazing chef and restauranteur!  Service was great and the food was delicious!! I believe the ""official"" opening is coming soon but they are open for business now!  Michael and his father are the same owners of Lerua's that sadly closed...

We started with the Loca Crisp (carne seca, Green Chile, guacamole and green onions). The carne seca was hands down the best I have ever had! Super moist and the flavor was out of town!!! Then he recommended we try the Carnitas crisp and that didn't disappoint either (cider braised carnitas, jack cheese, green onion, cilantro, avocado and queso fresco cream).  

There was also complementary chips and salsa which came with two different salsa.  Which were both really tasty.  I really enjoyed the chunky salsa Fresca the most which had hatch green chilis that gave it such a great flavor!! 

We all ordered something different from the menu so that we could sample lots of yumminess!! 

I ordered calabacitas which came with a green corn tamale.  It was one of the best tamales I've had for sure.  (I was torn between the calabacitas and the FLAT enchiladas ~ which I will def order next time) 

We also ordered the shrimp taco special, which came with a delicious chipotle pear/apple and a griddled cheese and corn tortilla shell.  Spices were on point and Had a great kick to it for sure.  

The next entree we ordered were the potato flautas which was modified for my friend by request to add mole.  HOLY MOLE!!! It was DELICIOUS!  It had such a depth in flavor that it changed my view on mole forever and was hands down my favorite dish out of all that we ordered!  

We finished off our evening by sampling all of the desserts.  Oh my gawd were they tasty!!!  They are all homemade in house and have a rotating menu.  The barrio bread pudding was to die for and my favorite.  It had chunks of apples and pears and was covered with a sweet sangria sauce and whipped cream.  We also tried the key lime pie which came in a shot glass and the dark chocolate and peanut butter mousse which were just decadent.  The last dessert we tried was the warm baked apples and pears with a cinnamon and brown sugar crumbles and was drizzled with a sweet simple syrup, which was yummy as well.  

I HIGHLY recommend this restaurant and I can't wait to go back to try the flat enchiladas and to see what different specials they have!!!"
Sahuaro Cafe,People and food are wonderful. Nice bright place to eat. The servers and kitchen staff are delightful.
El Charro Cafe,Excellent food and service. The carne seca is one of my favorites. The enchiladas are a great way to sample flavors as you can get 2 different types. The sauces and guacamole are fresh and delicious. Drinks we had were prickly pear margaritas- perfect to have on the front patio. Despite the cov19 El Charro is still delivering excellent food and service to customers. Thank you!
Rosa's Mexican Food Restaurant,If you like home cook styled mexican food you'll love Rosas. Even when packed after a U of A game or on a cool saturday night you'll be served promptly. Located fairly central in town Rosas is a tasty family owned restaurant where you can get a lot of bang for your buck.
La Fuente,"I don't know why this place isn't more popular. I came here with a group for my friend's birthday, we were all doing the all you can eat brunch and mimosas. The food is second to none. The mole, salsas, tamales, pulled pork, etc was all delicious and authentic. The mimosas were made with cheap champagne but that is easily compensated for with the fact that you can have as many as you want. The mariachi band came out, play great music and even did a happy birthday for my friend. I plan on coming here again. They also accept Amex which few places do."
Illegal Pete's - Tucson,if i could give this place 20 stars i would!!!! zach the manager was so nice!!! john and eddie the bartenders are also very friendly with great customer service! this is the best place to get a quick bite to eat and a beer/margarita!!! definitely recommend
El Molinito Restaurant,A favorite of mine for lunch specials before 2pm. Friendly staff large dining rooms no waiting. Great refried beans & more!
Anita Street Market,"This place has changed my mind about who has the best tortillas in the universe:  let there be no doubt, Anita Street does!  We got there and they were out but told us they'd make some while we waited. What great service. 

I will be back. So so so good. 

Oh, we had a carne seca burro too. It was great."
"Guadalajara Grill - Mexican, Best Mexican Restaurant in Tucson","5 stars always. I love Guadalajara! I take anyone who visits tucson here--always great service, amazing table side salsa, food is , and margaritas are strong. Always a great time and will forever return!"
Reforma Modern Mexican Mezcal + Tequila,Food spectacular!!!! Service....Patrick was hilariously awesome!!!! Outdoor patio with mist..YES!!! Drinks sooooooooo many yummy choices!!! I wish I didn't live so far away or else I would go 2 times a week!!!
El Charro Cafe,"We spent a long weekend in Tucson and heard great things about the food and history of El Charro Cafe. 
Our experience was wonderful. Caleb and Marques took exceptional care of us all. We each had specific tastes and requests that were accommodated. Marques even helped us understand the history of a beautiful painting near our table. 
Our food was delicious! We had the natural margaritas and classic sangria. We recommend both. The tamales were a big hit with all of us as well. 
Thanks Caleb and Marques for the great service."
El Charro Cafe,Excellent food.  The carne asada is very good.  I particularly enjoyed my enchilada and Chile relleno too.
El Torero,"Sadly we no longer live in Tucson but when we do get back this is our number one go to place for the best Mexican food in town. Start with a cheese crisp, move on to a Carne Seca Chimichanga, and or green corn tamales when they are in season. Thirty four years of loving this place. Miss Ramon!"
GRINGO grill + cantina,Food is amazing! The service is even better.. super professional and friendly staff. I was having such a bad day and when I left there it was like nothing had ever happened! Manager came out and introduced himself and was super professional! Highly recommend!
Jason's Mexican Restaurant,"Love this place. The taco truck is the best in town in my opinion. Glad to see they expanded into a restaurant. Their California burrito is my go to, but instead of carne asada I get chicken. Their salsa has a nice kick to it and their tacos on a corn tortilla, mmmmm! Full of flavor."
Elvira's,"Opening night walk in got seated right away order a mojito but had to change order due to the bar not having mint. Waitress recommended mango margarita so order that instead and it wasn't all that great ( couldn't taste the tequila just the mango juice ). Order the steak molcajete and waited for over a hour (waitress did apologize ) but I had to cancel the order and go eat elsewhere. So I paid for the mango juice and left hungry, I will give it another chance the food did smell good. 


Finally made it back to give it another try and the food was amazing as well as the drinks. New mixologist Eric made up for the past experience. Definitely come in ask him for a drink."
El Patio,"I've been using this restaurant for four years now so I think I know it pretty well. Basically the food, ESPECIALLY THE CHICKEN FAJITAS (I dare you to NOT have leftovers), is always good...consistently good. The downside is the crappy atmosphere- think Denny's. During these times I use takeout now only but I do see them spacing folks out, the ventilation seems good and masks are used by all staff."
El Charro Cafe,Awesome food! Really fresh! So glad they had a large gluten free menu for my daughter!  Our waiter Lorenzo gave us great service! Will definitely come back!!!! I give it 2 thumbs up!
"Guadalajara Grill - Mexican, Best Mexican Restaurant in Tucson","My son loved it!  ""Dad, this will be a tradition every time we come back to Tucson"".  He's 8 and ordered toe full ""Maximo"" combo fajitas.  Delicious.  He also ate almost an entire bowl of the fresh table-side made salsa himself.  ""I can't stop eating it,"" he said.  

Everything is fresh.  The portions are ample and the service is friendly, quick and attentive.  

It's been a long-time favorite of mine and now my son is hooked."
El Charro Cafe,"Thank you Deme for the kindness you share with us all year long. You have a great restaurant & staff. Mickey proud of you your a great new server , bueno Suerte !  Also thank you chef Cruz. New pics of the USA carne seca chimi !     



Great carne seca USA chimi with refried beans guacamole sour cream & salsa Fresca on long platter impressive presentation & consistently delicious ! Wonder cheese crisp Yelp starter & great flan tambien ! Thank you Bree & Ivan for your great service & kindness ."
"Guadalajara Grill - Mexican, Best Mexican Restaurant in Tucson","This place is amazing! I've been to one other location, and I don't think they compare to the original!!! No matter what you order it's delicious!! I highly recommend going! Date night, or any night! Celebration? Graduation? Any occasion? Go! 

P.s. I got the virgin margarita, whatasteal for only $3.50! I enjoyed it for a few reasons, first being it wasn't super sugary. Secondly, it was served in a pint  glass, not a margarita glass so it's distinct from the other margaritas on the table, but it was still served with salt on the rim, which I enjoyed. To top it off, thirdly, it didn't melt!!! So I could sip my ""frozen margarita"" while my husband drank his as we celebrated new of our (first) pregnancy over dinner at Guadalajara! 
Thank you Guadalajara!!"
The Quesadillas,"After moving to Tucson from California,  I didnt have much luck finding the RIGHT spot to satisfy my soul.  Well...tonight we found it!  I had such a great dinner and experience here!  Amazing food, tasted like a little place I ate it in college.  We will be back!"
El Charro Cafe,"Last night's experience at El Charro was exceptional. My friends and I met up for an early dinner and were lucky enough to have Johan as our waiter. This young man has phenomenal customer service skills. He is calm, never flustered and treats every customer well.

The only happy hour margarita offered is the house margarita and despite us correcting her a time or two, S kept telling Johan she wanted a peach happy hour margarita. Rather than correct her once again - she truly didn't get it; she wasn't trying to be difficult - Johan told her he'd bring her a peach margarita and it would be their secret on the pricing. Class act, right there.

We shared guacamole, chips and salsa while we waited for our food and enjoyed some girl talk. When our food came out, we noticed how much care was taken to plate each dish beautifully. I've been to El Charro many times over the years and do not remember such detail. I was impressed. I ordered the Pescado Tropical and it was just gorgeous. My plate was divided in quarters, somewhat like a bento box and the sections contained charro beans, a green salad with a wonderful vinaigrette, calabacitas and my fish which was served over rice. Everything was outstanding and I will surely order the Pescado Tropical again.

El Charro is charming, historical and a fun place to enjoy a good meal."
La Placita Cafe,"Great food at a reasonable price. The chicken fajitas are the best I've had. Great service in a clean, pleasant setting."
Papa Locos Tacos and Burgers,"Fabulous and to die for! Green enchilada sauce - you certainly don't see that very often. The condiment/salsa bar is the best I've ever seen. Three different hot salsas, one made with chiles and soy sauce which was great and totally unusual. Pickled onions, cabbage with oregano, all yummy and exceptional flavors with every one of the six different salsas. Fish tacos are not fried like every place else in town, tender and succulent. Best enchiladas I've ever had, one chicken and one shredded beef. You have to go here! Best Mexican in Tucson. Don't let the gas station ambiance throw you off!"
El Charro Cafe,"We drove down from Phoenix just to eat here. We were not disappointed! We tried probably six different types of meat entrées but the mole was our favorite by far! The carne asada chimichanga and the albondigas soup were also great. Dominic hooked us up and we got to try the chicken tinga, charro beef birria and carne colorado, all three of which we would put up with the mole and eat a whole plate. Thanks! We will be back!"
Pollo Feliz,"Pollo Feliz offers great grilled chicken, and it's one of the best food bargains in town.

We love to go on Wednesday for the family meal special, a whole chicken and a half, an order of tortillas (your choice of flour or corn), beans and rice, plus a very simple salad of iceberg lettuce and tomato, which we usually skip in favor of an extra order of beans or rice. A cup of tasty fresh pico de gallo, and a smaller cup of a thinner salsa dressing round out the meal.

The tender chicken is juicy and flavorful, fresh from a marinade that is salty and citrusy and smoky from the wood grill. The beans are really awesome, juicy and not too spicy, with bits of ham throughout for extra flavor. The rice is pretty average, but it makes a nice bed for your chicken and is that much better after soaking up the juices. Their flour tortillas are tasty and thin; my only complaint with them is that while they are great hot, they end up hard and stiff as soon as they cool off. (Can this be the result of a microwave?)

There are many other choices in addition to a full chicken meal, though we have barely cracked the surface. The chicken tacos are good, the chicken quesadillas are great (good luck trying to make it home without tearing a piece off a quesadilla while you're driving), though I didn't find the tamales to be anything really special. But I'm sure willing to give them another try!

The drive-through staff is always friendly and efficient, and patient about my usual substitutions. I highly recommend Pollo Feliz for a fast food meal that puts the usual fast food to shame!"
Papa Locos Tacos and Burgers,"Don't judge a book by its cover, and don't judge a Mexican restaurant by its building. That's a difficult request to make when you pull into the parking lot and see a structure shared by Papa Locos, a gas station convenience store, and a barber shop. Once you get over your initial skepticism, you step inside and you're transported to a place serving up some of the best Mexican food Tucson has to offer. Not only that, but the interior of the restaurant is actually spotless---the staff clearly takes pride in the food and the upkeep of the place.

The standout menu item at Papa Locos is the fish burrito. If you like fish tacos, you'll love the fish burrito. The fish, which is grilled instead of fried, is always tender and perfectly-seasoned, and it's mixed with coleslaw, pico de gallo, lettuce, rice, and a spicy mayo. Inside a giant, chewy tortilla, the flavors blend together perfectly, and for a brief moment (until your head catches up with your stomach), you'll wish you had a second burrito after you finish the first one.

The California burrito and the fajita burrito are my two other favorite burritos. The California is simple, but incredibly filling: carne asada, cheese, French fries, and pico de gallo. The saltiness of the cheese is balanced out by the acidity of the pico de gallo, and the potatoes kind of soak up all the deliciousness. The fajita burrito with a generous portion of carne asada, grilled peppers and onions, and guacamole is exactly what you'd expect, so I won't elaborate on that.

The surprise menu item is the green chile cheeseburger, and it's quite possibly the best one you'll find outside of New Mexico. Roasted chiles, melted cheese, shredded lettuce, chopped onions and tomatoes, and spicy mayo sit atop a toasted bun with a hand-formed burger patty. The burger is so good that you forget that you're eating it at a Mexican restaurant in a gas station. 

All of the standard Mexican fare at Papa Locos is also tasty. I can personally vouch for the enchiladas (red is better than green), the chimichangas, and the tacos. I've somehow managed to not try any of the sandwiches or Sonoran hot dogs, but I've heard from co-workers that the Sonoran dogs are very good. Don't miss the full salsa bar (right next to the door) with 4-5 different salsas, pico de gallo, radishes, peppers, cilantro and onions, and lime wedges."
Plazita Mexico Cafe,"Amazing Mexican restaurant 
Always attentive 
Amazing food 
Chips are so good 
Hot chocolate, orange juice, coffee 
Breakfast tacos enchiladas"
The Quesadillas,WOW!!! What an awesome place to eat. Everything is homemade and tasty. The staff was so kind. When we asked for a suggestion they pulled out the stops and gave us the works. They aloud us to sample some new items that were so impressive. Highly recommend. And like others have said don't judge the book by the cover... the kitchen is spotless and the food is excellent!
El Charro Cafe,This is my absolute favorite place to eat when I'm visiting Tucson. The staff and the food are wonderful. The staff goes above and beyond for their guests.
El Patio,"We've been living in the area for over four years and have not eaten here until today.  I ordered a cheese enchilada with rice and beans and my husband got the bandera -- three types of enchiladas, beef, chicken, and spinach.  I enjoyed my meal and sampled my husband's too.  The spinach was a bit sweet which was unexpected, but all of our food was very good!  It's hard to find restaurants that serve spumoni so when I saw it on the menu I knew I wanted it.  When it came out, the serving was huge and it was very delicious!"
Lo Esencial,"Tucson, Marana, Oro Valley WHAT ARE YOU WAITING FOR!!!  You're missing out if you haven't tried this Southwest gem.  Refreshing modern and ELEVATED Mexican food entirely made fresh from the chips to the entrees to the desserts!  Run, no sprint to try this excellent restaurant - you're gonna love it!!!"
El Charro Cafe,"My fiance and I just ate here yesterday, and we absolutely loved the food so much, we're going to have our wedding reception dinner here in December. We arrived during their ""happy hour"" and were able to get a great deal on a HUGE plate of nachos to try. 

The food was great. I had the chicken enchiladas with green sauce and it was amazing. Just enough spice to feel the kick of the green sauce, but edible. Rice and beans as a side were good. My fiance had a bean and cheese chimi that he says was very good. The nachos that we had were huge, and we really liked the chips that were used. The salsa here is very tasty. We also ordered a mini-chimi sampler plate to try different flavors. It was to die for! 

The only concern was that the service was a little bit slow. Drinks were refilled, but not promptly. It was very busy, so hopefully it will be a bit better the next time we come."
Anita Street Market,"I remember going to Anita's for tortillas and empanadas as a little girl and I took a trip more recently and WOW. This is a Tucson must try. Delicious green chili tamales, tortillas, and empanadas. Everything is very affordable- you get very high quality authentic Mexican cuisine for the same prices as some local fast-Mexican food joints. The building is probably historic, and the restaurant is family owned. I love everything about this place."
The Quesadillas,"Always lived closed to The Quesadillas, but never tried it in the last few years, until last night. Was more than impressed with the food & staff. I ordered chicken tacos & a cheese quesadilla, and the manager was kind enough to bring me salsa that paired well with my food. They also gave us free chips while we waited. Can't wait to try some of their other options with my family. Great local vibes and freshly cooked food at a more than fair price. See you all soon"
The Quesadillas,"Got a carne asada quesadilla and taquito de frijol with Jamaica. Everything was DELICIOUS and 100% reminded me of living in Sonora. I will be back!! Sooo good. Quick service, clean, and Covid-friendly service."
Goyita's,"We've been here twice now on our visit to the Tucson area.  Both times we sat outside on the patio and enjoyed a lovely Mountain View. The first time the service was lacking, but the second time we had an excellent waiter. 
The food has been very good.  We've had the tostadas of all different types.  Most recently I got the shredded beef burrito Christmas style and it was excellent.  We also enjoyed the guacamole and chips appetizer.  I had the house margarita and she loved the mango margarita."
El Charro Cafe,Really great place for Mexican food. Nice indoor and outdoor seating! Great vibe and even better food!
The Quesadillas,"1 chicken bacon quesadilla (green chili, Mexican creme, bacon). 1 al pastor quesadilla. They each came with a bean soft shell taco. The flour tortillas are home made & you can definitely tell! Yum! This place is a great hole in the wall with awesome food, great people, great service!
The bean tacos are very good too."
The Quesadillas,COVID19 update: Quesadillas is still a 5 in mt book! Just read my previous review. None of that has changes. The Tortillas are fresh and the meat is flavorcity! Top takeout without a doubt.
El Charro Cafe,This place is great. Nothing I can add that hasn't already been said. I think the food is some of tastiest I've ever had.
BK Tacos,"I have always been on Team El Guero Canelo for as long as I can remember, and have never been to BK's until recently. This place is truly amazing! I will probably be coming here for now on to get my carne asada tacos whenever I am in Tucson. It sort of feels like cheating on your significant other with someone more appealing. Eeek...

The carne asada tacos are absolutely to die for, and the cart with all of the toppings had FRESH lime, cabbage and salsas and just about anything else you can put on your tacos. The dining area is also a lot cleaner than at Guero Canelo.

I think I just found a new main chick in BK' restaurant. El Guero Canelo's has just become the side chick... hahaha!"
Plazita Mexico Cafe,"Oh boy, I just found this place this morning! This is a lovely little find. Breakfast is reasonably priced. I remember when it was a corner café, and now it's even better. The staff are pleasant and sweet, the food is delicious and the atmosphere is awesome. If you want a good place for breakfast and a nice clean setting reasonably priced this is the place to go! You will not be disappointed. I plan on making it a regular breakfast place, the east side doesn't have too many places you can go that are good quality food good quality people good quality restaurant. I don't very often give 5 stars but this place deserves it. Like I said, I'm definitely going back."
